000000;1.320460;1.320490;1.320460;1.320470;0
000100;1.320460;1.320510;1.320460;1.320510;0
000200;1.320520;1.320520;1.320460;1.320460;0
000300;1.320450;1.320450;1.320430;1.320430;0
000400;1.320420;1.320440;1.320370;1.320370;0
000500;1.320400;1.320410;1.320370;1.320380;0
000600;1.320370;1.320400;1.320370;1.320370;0
000700;1.320370;1.320370;1.320370;1.320370;0
000800;1.320370;1.320370;1.320370;1.320370;0
000900;1.320380;1.320380;1.320370;1.320370;0
001000;1.320380;1.320380;1.320270;1.320270;0
001100;1.320270;1.320270;1.320130;1.320140;0
001200;1.320140;1.320140;1.320060;1.320080;0
001300;1.320120;1.320170;1.320060;1.320140;0
001400;1.320160;1.320270;1.320150;1.320270;0
001500;1.320250;1.320330;1.320250;1.320260;0
001600;1.320300;1.320300;1.320300;1.320300;0
001700;1.320280;1.320300;1.320260;1.320290;0
001800;1.320280;1.320280;1.320260;1.320260;0
002000;1.320260;1.320280;1.320260;1.320280;0
002100;1.320260;1.320270;1.320260;1.320270;0
002200;1.320290;1.320290;1.320290;1.320290;0
002300;1.320260;1.320330;1.320260;1.320330;0
002400;1.320300;1.320330;1.320270;1.320290;0
002500;1.320290;1.320340;1.320290;1.320340;0
002600;1.320360;1.320360;1.320270;1.320290;0
002700;1.320270;1.320270;1.320250;1.320250;0
002800;1.320230;1.320320;1.320230;1.320320;0
002900;1.320330;1.320330;1.320330;1.320330;0
003000;1.320320;1.320350;1.320320;1.320350;0
003100;1.320340;1.320360;1.320340;1.320350;0
003200;1.320340;1.320380;1.320330;1.320350;0
003300;1.320340;1.320340;1.320250;1.320280;0
003400;1.320260;1.320340;1.320250;1.320340;0
003500;1.320340;1.320340;1.320220;1.320220;0
003600;1.320230;1.320240;1.320220;1.320240;0
003700;1.320230;1.320260;1.320110;1.320170;0
003800;1.320160;1.320170;1.320140;1.320140;0
003900;1.320070;1.320130;1.320020;1.320020;0
004000;1.320030;1.320160;1.320020;1.320140;0
004100;1.320160;1.320190;1.320130;1.320150;0
004200;1.320140;1.320140;1.320020;1.320030;0
004300;1.320040;1.320060;1.320040;1.320040;0
004400;1.320030;1.320030;1.320030;1.320030;0
004500;1.320020;1.320020;1.319980;1.319980;0
004600;1.319970;1.319990;1.319970;1.319990;0
004700;1.320010;1.320030;1.319980;1.319980;0
004800;1.319970;1.319970;1.319750;1.319830;0
004900;1.319830;1.319840;1.319630;1.319650;0
005000;1.319630;1.319650;1.319630;1.319650;0
005100;1.319640;1.319650;1.319640;1.319650;0
005200;1.319630;1.319650;1.319630;1.319650;0
005300;1.319630;1.319640;1.319570;1.319610;0
005400;1.319630;1.319740;1.319570;1.319740;0
005500;1.319740;1.319750;1.319640;1.319660;0
005600;1.319640;1.319690;1.319640;1.319650;0
005700;1.319670;1.319670;1.319660;1.319660;0
005800;1.319640;1.319790;1.319640;1.319780;0
005900;1.319790;1.319820;1.319790;1.319800;0
010000;1.319800;1.319850;1.319790;1.319850;0
010100;1.319850;1.319850;1.319820;1.319820;0
010200;1.319800;1.319830;1.319800;1.319820;0
010300;1.319840;1.319950;1.319800;1.319930;0
010400;1.319950;1.320010;1.319950;1.320010;0
010500;1.320000;1.320060;1.320000;1.320000;0
010600;1.320000;1.320100;1.320000;1.320080;0
010700;1.320090;1.320160;1.320090;1.320140;0
010800;1.320130;1.320170;1.320130;1.320170;0
010900;1.320180;1.320300;1.320180;1.320280;0
011000;1.320270;1.320510;1.320270;1.320500;0
011100;1.320490;1.320530;1.320380;1.320400;0
011200;1.320410;1.320450;1.320380;1.320380;0
011300;1.320370;1.320580;1.320370;1.320560;0
011400;1.320580;1.320690;1.320550;1.320690;0
011500;1.320680;1.320770;1.320680;1.320760;0
011600;1.320760;1.320880;1.320760;1.320780;0
011700;1.320790;1.320790;1.320780;1.320780;0
011800;1.320740;1.320780;1.320740;1.320780;0
011900;1.320760;1.320870;1.320760;1.320870;0
012000;1.320880;1.321010;1.320880;1.320930;0
012100;1.320900;1.320900;1.320850;1.320900;0
012200;1.320890;1.321040;1.320730;1.320730;0
012300;1.320740;1.320750;1.320740;1.320750;0
012400;1.320760;1.320810;1.320760;1.320810;0
012500;1.320830;1.320980;1.320830;1.320980;0
012600;1.321000;1.321040;1.320960;1.320970;0
012700;1.320980;1.321050;1.320980;1.321050;0
012800;1.321030;1.321050;1.320940;1.320960;0
012900;1.320980;1.321020;1.320960;1.320960;0
013000;1.320970;1.320980;1.320920;1.320940;0
013100;1.320960;1.321030;1.320940;1.320940;0
013200;1.320930;1.320970;1.320880;1.320970;0
013300;1.320970;1.320970;1.320950;1.320970;0
013400;1.320950;1.320980;1.320930;1.320940;0
013500;1.320920;1.321040;1.320920;1.321040;0
013600;1.321060;1.321060;1.320920;1.320950;0
013700;1.320940;1.320950;1.320920;1.320950;0
013800;1.320940;1.321050;1.320940;1.320960;0
013900;1.320940;1.320980;1.320930;1.320960;0
014000;1.320980;1.321000;1.320970;1.320970;0
014100;1.320970;1.321030;1.320970;1.321000;0
014200;1.321030;1.321030;1.320990;1.320990;0
014300;1.320980;1.321040;1.320980;1.321020;0
014400;1.321010;1.321010;1.320960;1.320990;0
014500;1.320980;1.321040;1.320980;1.321040;0
014600;1.321010;1.321020;1.321010;1.321020;0
014700;1.321020;1.321070;1.321010;1.321060;0
014800;1.321050;1.321050;1.321030;1.321050;0
014900;1.321030;1.321040;1.320920;1.320930;0
015000;1.320920;1.320940;1.320880;1.320940;0
015100;1.320960;1.320960;1.320930;1.320950;0
015200;1.320960;1.320980;1.320930;1.320960;0
015300;1.320980;1.320980;1.320780;1.320810;0
015400;1.320790;1.320820;1.320720;1.320720;0
015500;1.320720;1.320720;1.320720;1.320720;0
015600;1.320720;1.320720;1.320520;1.320530;0
015700;1.320550;1.320650;1.320550;1.320650;0
015800;1.320660;1.320660;1.320620;1.320650;0
015900;1.320660;1.320940;1.320660;1.320910;0
020000;1.320900;1.320940;1.320820;1.320910;0
020100;1.320910;1.320930;1.320910;1.320920;0
020200;1.320930;1.321060;1.320870;1.321020;0
020300;1.321010;1.321050;1.320780;1.320840;0
020400;1.320860;1.320970;1.320770;1.320860;0
020500;1.320890;1.320950;1.320680;1.320730;0
020600;1.320730;1.320730;1.320400;1.320450;0
020700;1.320450;1.320760;1.320440;1.320760;0
020800;1.320730;1.320730;1.320570;1.320590;0
020900;1.320590;1.320700;1.320590;1.320700;0
021000;1.320680;1.320810;1.320680;1.320810;0
021100;1.320790;1.320900;1.320790;1.320900;0
021200;1.320910;1.320990;1.320860;1.320900;0
021300;1.320880;1.320960;1.320840;1.320920;0
021400;1.320920;1.320920;1.320740;1.320770;0
021500;1.320750;1.320800;1.320750;1.320800;0
021600;1.320770;1.320790;1.320770;1.320790;0
021700;1.320770;1.320900;1.320760;1.320900;0
021800;1.320900;1.320900;1.320870;1.320870;0
021900;1.320890;1.320950;1.320890;1.320940;0
022000;1.320980;1.321160;1.320980;1.321160;0
022100;1.321150;1.321190;1.321150;1.321190;0
022200;1.321190;1.321320;1.321190;1.321320;0
022300;1.321330;1.321630;1.321310;1.321540;0
022400;1.321540;1.321610;1.321450;1.321590;0
022500;1.321580;1.321680;1.321570;1.321630;0
022600;1.321640;1.321670;1.321610;1.321610;0
022700;1.321590;1.321690;1.321560;1.321590;0
022800;1.321610;1.321780;1.321610;1.321690;0
022900;1.321680;1.321740;1.321500;1.321710;0
023000;1.321690;1.321690;1.321660;1.321670;0
023100;1.321680;1.321720;1.321660;1.321660;0
023200;1.321700;1.321930;1.321700;1.321900;0
023300;1.321900;1.322060;1.321900;1.322010;0
023400;1.322010;1.322010;1.321900;1.321950;0
023500;1.321950;1.321960;1.321550;1.321550;0
023600;1.321530;1.321620;1.321350;1.321620;0
023700;1.321630;1.321690;1.321470;1.321520;0
023800;1.321510;1.321510;1.321470;1.321500;0
023900;1.321490;1.321630;1.321440;1.321460;0
024000;1.321440;1.321580;1.321440;1.321470;0
024100;1.321460;1.321550;1.321440;1.321540;0
024200;1.321540;1.321540;1.321540;1.321540;0
024300;1.321560;1.321580;1.321540;1.321580;0
024400;1.321570;1.321620;1.321550;1.321580;0
024500;1.321580;1.321850;1.321580;1.321810;0
024600;1.321810;1.321870;1.321770;1.321780;0
024700;1.321780;1.321870;1.321760;1.321810;0
024800;1.321800;1.321920;1.321780;1.321910;0
024900;1.321900;1.322020;1.321880;1.321940;0
025000;1.321970;1.322240;1.321870;1.322190;0
025100;1.322180;1.322190;1.322050;1.322080;0
025200;1.322080;1.322110;1.321860;1.321930;0
025300;1.321900;1.321900;1.321760;1.321800;0
025400;1.321770;1.321790;1.321460;1.321560;0
025500;1.321570;1.321590;1.321430;1.321590;0
025600;1.321590;1.321600;1.321570;1.321590;0
025700;1.321600;1.321850;1.321580;1.321830;0
025800;1.321840;1.321880;1.321840;1.321860;0
025900;1.321870;1.321900;1.321660;1.321680;0
030000;1.321680;1.321730;1.321370;1.321370;0
030100;1.321350;1.321370;1.320860;1.321050;0
030200;1.321120;1.321140;1.321000;1.321000;0
030300;1.321000;1.321000;1.320850;1.320950;0
030400;1.320960;1.320980;1.320870;1.320960;0
030500;1.320980;1.321050;1.320880;1.321050;0
030600;1.321060;1.321060;1.320970;1.320970;0
030700;1.320970;1.321090;1.320960;1.321060;0
030800;1.321070;1.321160;1.321060;1.321130;0
030900;1.321130;1.321190;1.321130;1.321160;0
031000;1.321170;1.321210;1.320520;1.320530;0
031100;1.320550;1.320770;1.320510;1.320750;0
031200;1.320750;1.320880;1.320730;1.320860;0
031300;1.320880;1.321060;1.320870;1.321040;0
031400;1.321060;1.321470;1.321040;1.321360;0
031500;1.321370;1.321580;1.321370;1.321570;0
031600;1.321580;1.321590;1.321150;1.321190;0
031700;1.321180;1.321190;1.321060;1.321150;0
031800;1.321160;1.321160;1.320580;1.320580;0
031900;1.320620;1.320880;1.320610;1.320700;0
032000;1.320700;1.320800;1.320640;1.320760;0
032100;1.320770;1.321090;1.320770;1.321090;0
032200;1.321100;1.321400;1.321080;1.321400;0
032300;1.321400;1.321510;1.321300;1.321500;0
032400;1.321490;1.321690;1.321370;1.321470;0
032500;1.321480;1.321630;1.321470;1.321630;0
032600;1.321620;1.321660;1.321550;1.321570;0
032700;1.321580;1.321630;1.321490;1.321630;0
032800;1.321660;1.321710;1.321010;1.321080;0
032900;1.321070;1.321100;1.320920;1.320930;0
033000;1.320930;1.321040;1.320630;1.320720;0
033100;1.320700;1.320700;1.320510;1.320520;0
033200;1.320520;1.320900;1.320450;1.320710;0
033300;1.320700;1.320850;1.320700;1.320850;0
033400;1.320920;1.321060;1.320920;1.320990;0
033500;1.321000;1.321390;1.321000;1.321270;0
033600;1.321270;1.321270;1.321050;1.321060;0
033700;1.321080;1.321200;1.321060;1.321170;0
033800;1.321160;1.321160;1.320840;1.320850;0
033900;1.320860;1.321150;1.320850;1.321120;0
034000;1.321160;1.321290;1.321130;1.321290;0
034100;1.321300;1.321610;1.321290;1.321600;0
034200;1.321590;1.321590;1.321440;1.321490;0
034300;1.321500;1.321550;1.321420;1.321450;0
034400;1.321450;1.321500;1.321330;1.321500;0
034500;1.321500;1.321580;1.321090;1.321330;0
034600;1.321320;1.321420;1.321220;1.321290;0
034700;1.321270;1.321290;1.321100;1.321190;0
034800;1.321190;1.321240;1.321100;1.321190;0
034900;1.321190;1.321390;1.321190;1.321380;0
035000;1.321360;1.321390;1.321110;1.321150;0
