20170609 000000;1.274930;1.275190;1.274930;1.275170;0
20170609 000100;1.275150;1.275160;1.275020;1.275070;0
20170609 000200;1.275060;1.275070;1.274980;1.275010;0
20170609 000300;1.275010;1.275190;1.275000;1.275190;0
20170609 000400;1.275170;1.275350;1.275160;1.275330;0
20170609 000500;1.275340;1.275410;1.275290;1.275370;0
20170609 000600;1.275380;1.275430;1.275050;1.275130;0
20170609 000700;1.275120;1.275120;1.274920;1.274920;0
20170609 000800;1.274890;1.275050;1.274860;1.274990;0
20170609 000900;1.275000;1.275100;1.274990;1.275100;0
20170609 001000;1.275100;1.275230;1.275060;1.275210;0
20170609 001100;1.275230;1.275330;1.275210;1.275240;0
20170609 001200;1.275220;1.275220;1.274860;1.274860;0
20170609 001300;1.274870;1.274970;1.274860;1.274900;0
20170609 001400;1.274920;1.275110;1.274920;1.275080;0
20170609 001500;1.275070;1.275120;1.274980;1.275120;0
20170609 001600;1.275120;1.275200;1.275090;1.275190;0
20170609 001700;1.275170;1.275320;1.275080;1.275310;0
20170609 001800;1.275320;1.275370;1.275210;1.275220;0
20170609 001900;1.275280;1.276070;1.275280;1.275850;0
20170609 002000;1.275850;1.276120;1.275760;1.275780;0
20170609 002100;1.275790;1.276010;1.275770;1.276000;0
20170609 002200;1.275990;1.277450;1.275990;1.276780;0
20170609 002300;1.276760;1.277820;1.276600;1.277610;0
20170609 002400;1.277560;1.277560;1.277160;1.277310;0
20170609 002500;1.277300;1.277320;1.277090;1.277120;0
20170609 002600;1.277120;1.277210;1.276940;1.276970;0
20170609 002700;1.276970;1.276970;1.276380;1.276380;0
20170609 002800;1.276340;1.276890;1.276340;1.276890;0
20170609 002900;1.276970;1.277170;1.276880;1.277080;0
20170609 003000;1.277080;1.277300;1.277060;1.277260;0
20170609 003100;1.277260;1.277320;1.277230;1.277230;0
20170609 003200;1.277230;1.277230;1.276990;1.277010;0
20170609 003300;1.276990;1.277010;1.276670;1.276670;0
20170609 003400;1.276650;1.276690;1.276270;1.276320;0
20170609 003500;1.276340;1.276340;1.275560;1.275820;0
20170609 003600;1.275820;1.276200;1.275730;1.276190;0
20170609 003700;1.276170;1.276190;1.276090;1.276120;0
20170609 003800;1.276120;1.276220;1.275230;1.275230;0
20170609 003900;1.275160;1.275580;1.275150;1.275310;0
20170609 004000;1.275320;1.275350;1.274840;1.275100;0
20170609 004100;1.275100;1.275390;1.275100;1.275340;0
20170609 004200;1.275340;1.275380;1.275120;1.275310;0
20170609 004300;1.275300;1.275580;1.275300;1.275490;0
20170609 004400;1.275500;1.276170;1.275480;1.276170;0
20170609 004500;1.276180;1.276290;1.275910;1.276160;0
20170609 004600;1.276130;1.276250;1.275880;1.276220;0
20170609 004700;1.276210;1.276950;1.276170;1.276910;0
20170609 004800;1.276920;1.277350;1.276530;1.277350;0
20170609 004900;1.277290;1.278230;1.277210;1.278120;0
20170609 005000;1.278130;1.278130;1.277580;1.277610;0
20170609 005100;1.277630;1.277630;1.277270;1.277270;0
20170609 005200;1.277270;1.277270;1.276570;1.276580;0
20170609 005300;1.276650;1.276670;1.276350;1.276380;0
20170609 005400;1.276390;1.276830;1.276350;1.276700;0
20170609 005500;1.276730;1.276780;1.276700;1.276780;0
20170609 005600;1.276890;1.276890;1.276040;1.276040;0
20170609 005700;1.276040;1.276140;1.275850;1.276080;0
20170609 005800;1.276080;1.276280;1.276080;1.276180;0
20170609 005900;1.276140;1.276270;1.276030;1.276190;0
20170609 010000;1.276180;1.276290;1.275960;1.276260;0
20170609 010100;1.276270;1.276280;1.275680;1.275780;0
20170609 010200;1.275790;1.275790;1.275200;1.275650;0
20170609 010300;1.275640;1.275640;1.275340;1.275410;0
20170609 010400;1.275390;1.275480;1.275190;1.275190;0
20170609 010500;1.275210;1.275290;1.275190;1.275290;0
20170609 010600;1.275300;1.275300;1.275080;1.275190;0
20170609 010700;1.275200;1.275270;1.274680;1.275010;0
20170609 010800;1.275110;1.275320;1.274800;1.275190;0
20170609 010900;1.275200;1.276000;1.275070;1.275160;0
20170609 011000;1.275170;1.275700;1.275070;1.275610;0
20170609 011100;1.275610;1.275660;1.275370;1.275390;0
20170609 011200;1.275460;1.275850;1.275340;1.275820;0
20170609 011300;1.275790;1.276120;1.275660;1.275680;0
20170609 011400;1.275660;1.275900;1.275550;1.275880;0
20170609 011500;1.275860;1.275860;1.275180;1.275280;0
20170609 011600;1.275270;1.275470;1.274490;1.274760;0
20170609 011700;1.274760;1.275450;1.274540;1.275350;0
20170609 011800;1.275370;1.275470;1.275370;1.275430;0
20170609 011900;1.275450;1.275490;1.275030;1.275060;0
20170609 012000;1.275050;1.275090;1.274590;1.274680;0
20170609 012100;1.274690;1.274690;1.272650;1.272830;0
20170609 012200;1.272790;1.273000;1.272760;1.272940;0
20170609 012300;1.272970;1.273360;1.272960;1.273040;0
20170609 012400;1.273020;1.273020;1.272130;1.272350;0
20170609 012500;1.272350;1.272460;1.272150;1.272270;0
20170609 012600;1.272250;1.272280;1.271980;1.272040;0
20170609 012700;1.272050;1.272050;1.271210;1.271250;0
20170609 012800;1.271240;1.271400;1.270960;1.270960;0
20170609 012900;1.270960;1.271050;1.270760;1.270770;0
20170609 013000;1.270790;1.270950;1.270480;1.270540;0
20170609 013100;1.270540;1.270650;1.270520;1.270540;0
20170609 013200;1.270540;1.271950;1.270520;1.271660;0
20170609 013300;1.271670;1.271670;1.271310;1.271310;0
20170609 013400;1.271330;1.271340;1.271070;1.271090;0
20170609 013500;1.271090;1.271370;1.271020;1.271100;0
20170609 013600;1.271130;1.271380;1.270980;1.271270;0
20170609 013700;1.271370;1.271500;1.271130;1.271360;0
20170609 013800;1.271430;1.272000;1.271430;1.271880;0
20170609 013900;1.271880;1.271900;1.271780;1.271900;0
20170609 014000;1.271880;1.272900;1.271820;1.272560;0
20170609 014100;1.272560;1.272790;1.272420;1.272490;0
20170609 014200;1.272480;1.272540;1.272420;1.272520;0
20170609 014300;1.272560;1.273240;1.272560;1.272800;0
20170609 014400;1.272860;1.273180;1.272740;1.272840;0
20170609 014500;1.272820;1.273080;1.272800;1.272990;0
20170609 014600;1.273010;1.273180;1.272970;1.273100;0
20170609 014700;1.273150;1.273480;1.273060;1.273460;0
20170609 014800;1.273450;1.273490;1.272430;1.272430;0
20170609 014900;1.272450;1.272500;1.271040;1.271270;0
20170609 015000;1.271280;1.272010;1.271080;1.271230;0
20170609 015100;1.271240;1.271320;1.270420;1.271050;0
20170609 015200;1.271050;1.271170;1.269580;1.269580;0
20170609 015300;1.269630;1.270450;1.268850;1.269580;0
20170609 015400;1.269600;1.269770;1.268750;1.269770;0
20170609 015500;1.269800;1.269850;1.269000;1.269360;0
20170609 015600;1.269340;1.269430;1.269270;1.269360;0
20170609 015700;1.269370;1.269590;1.268580;1.268580;0
20170609 015800;1.268610;1.269350;1.268540;1.269060;0
20170609 015900;1.269060;1.270040;1.268840;1.270040;0
20170609 020000;1.269940;1.270800;1.269770;1.269900;0
20170609 020100;1.269880;1.269890;1.269390;1.269390;0
20170609 020200;1.269390;1.270590;1.269390;1.270560;0
20170609 020300;1.270550;1.270710;1.269900;1.270530;0
20170609 020400;1.270630;1.271200;1.270590;1.270880;0
20170609 020500;1.270860;1.271820;1.270240;1.271440;0
20170609 020600;1.271450;1.271810;1.271320;1.271640;0
20170609 020700;1.271620;1.272120;1.271590;1.271680;0
20170609 020800;1.271680;1.272280;1.271530;1.272150;0
20170609 020900;1.272160;1.272550;1.271770;1.271770;0
20170609 021000;1.271760;1.271940;1.271350;1.271880;0
20170609 021100;1.271860;1.272080;1.271650;1.271780;0
20170609 021200;1.271770;1.272120;1.271660;1.271720;0
20170609 021300;1.271720;1.271940;1.271690;1.271760;0
20170609 021400;1.271670;1.271700;1.271570;1.271670;0
20170609 021500;1.271680;1.271710;1.271270;1.271270;0
20170609 021600;1.271300;1.271300;1.270860;1.270860;0
20170609 021700;1.270940;1.270940;1.269830;1.269830;0
20170609 021800;1.269820;1.270050;1.269670;1.269920;0
20170609 021900;1.269900;1.270320;1.269870;1.270300;0
20170609 022000;1.270290;1.270340;1.269710;1.269880;0
20170609 022100;1.269850;1.269980;1.269590;1.269730;0
20170609 022200;1.269710;1.269910;1.269600;1.269680;0
20170609 022300;1.269690;1.269750;1.268970;1.269600;0
20170609 022400;1.269570;1.269790;1.269340;1.269610;0
20170609 022500;1.269610;1.269980;1.269520;1.269860;0
20170609 022600;1.269850;1.269850;1.269270;1.269280;0
20170609 022700;1.269260;1.269540;1.269170;1.269410;0
20170609 022800;1.269390;1.269780;1.269080;1.269670;0
20170609 022900;1.269680;1.270330;1.269680;1.270270;0
20170609 023000;1.270280;1.270400;1.269570;1.269590;0
20170609 023100;1.269600;1.270450;1.269190;1.270190;0
20170609 023200;1.270190;1.270190;1.268970;1.268970;0
20170609 023300;1.268950;1.269440;1.268370;1.269220;0
20170609 023400;1.269230;1.269410;1.268470;1.268470;0
20170609 023500;1.268480;1.268830;1.268470;1.268830;0
20170609 023600;1.268880;1.269080;1.268260;1.268380;0
20170609 023700;1.268440;1.268470;1.267000;1.267580;0
20170609 023800;1.267610;1.267610;1.266170;1.266860;0
20170609 023900;1.266970;1.266970;1.265970;1.266410;0
20170609 024000;1.266430;1.266620;1.266030;1.266130;0
20170609 024100;1.266100;1.266420;1.266040;1.266380;0
20170609 024200;1.266350;1.266450;1.265160;1.265160;0
20170609 024300;1.265150;1.265430;1.264950;1.265100;0
20170609 024400;1.265140;1.265570;1.264980;1.265520;0
20170609 024500;1.265490;1.265850;1.265480;1.265770;0
20170609 024600;1.265710;1.265710;1.265230;1.265370;0
20170609 024700;1.265380;1.265380;1.264940;1.265270;0
20170609 024800;1.265280;1.265640;1.265170;1.265580;0
20170609 024900;1.265590;1.265670;1.264680;1.264680;0
20170609 025000;1.264360;1.265160;1.264080;1.264830;0
20170609 025100;1.264820;1.264820;1.264230;1.264670;0
20170609 025200;1.264640;1.264760;1.263500;1.263800;0
20170609 025300;1.263790;1.264280;1.263720;1.264230;0
20170609 025400;1.264250;1.264460;1.264170;1.264460;0
20170609 025500;1.264470;1.265320;1.264460;1.265250;0
20170609 025600;1.265240;1.266060;1.265130;1.266060;0
20170609 025700;1.266060;1.266450;1.265600;1.266360;0
20170609 025800;1.266330;1.266820;1.266280;1.266470;0
20170609 025900;1.266500;1.266970;1.266080;1.266460;0
20170609 030000;1.266450;1.267260;1.266380;1.267190;0
20170609 030100;1.267230;1.268550;1.267190;1.267590;0
20170609 030200;1.267600;1.267660;1.266890;1.267170;0
20170609 030300;1.267160;1.267540;1.266970;1.267480;0
20170609 030400;1.267450;1.268070;1.267290;1.267950;0
20170609 030500;1.267950;1.270230;1.267950;1.269650;0
20170609 030600;1.269650;1.269800;1.268750;1.268950;0
20170609 030700;1.268970;1.269280;1.268530;1.269160;0
20170609 030800;1.269130;1.269450;1.268460;1.268460;0
20170609 030900;1.268460;1.268480;1.268060;1.268140;0
20170609 031000;1.268080;1.268280;1.267650;1.267780;0
20170609 031100;1.267780;1.268800;1.267780;1.268480;0
20170609 031200;1.268500;1.268780;1.268240;1.268600;0
20170609 031300;1.268650;1.268790;1.267800;1.267880;0
20170609 031400;1.267890;1.268290;1.267800;1.268150;0
20170609 031500;1.268170;1.268910;1.268010;1.268910;0
20170609 031600;1.268890;1.269610;1.268820;1.269530;0
20170609 031700;1.269550;1.270110;1.269200;1.269290;0
20170609 031800;1.269300;1.269500;1.268920;1.269420;0
20170609 031900;1.269400;1.270200;1.269330;1.270090;0
20170609 032000;1.270090;1.270940;1.269780;1.270680;0
20170609 032100;1.270660;1.270950;1.270470;1.270480;0
20170609 032200;1.270460;1.270590;1.270000;1.270100;0
20170609 032300;1.270130;1.270820;1.270010;1.270500;0
20170609 032400;1.270550;1.270660;1.269970;1.269970;0
20170609 032500;1.269880;1.271620;1.269870;1.271620;0
20170609 032600;1.271620;1.272120;1.271470;1.271620;0
20170609 032700;1.271620;1.271790;1.271510;1.271670;0
20170609 032800;1.271650;1.271790;1.270950;1.271150;0
20170609 032900;1.271150;1.271250;1.270460;1.270480;0
20170609 033000;1.270480;1.270480;1.269800;1.269830;0
20170609 033100;1.269840;1.269970;1.269300;1.269570;0
20170609 033200;1.269570;1.270050;1.269550;1.269950;0
20170609 033300;1.269930;1.270410;1.269760;1.270130;0
20170609 033400;1.270120;1.270640;1.270070;1.270230;0
20170609 033500;1.270210;1.270670;1.270210;1.270510;0
20170609 033600;1.270510;1.270570;1.269900;1.270310;0
20170609 033700;1.270340;1.270380;1.270070;1.270280;0
20170609 033800;1.270350;1.270350;1.269640;1.269730;0
20170609 033900;1.269760;1.270000;1.269700;1.269910;0
20170609 034000;1.269920;1.269960;1.269610;1.269630;0
20170609 034100;1.269630;1.269830;1.269540;1.269610;0
20170609 034200;1.269650;1.269780;1.269650;1.269760;0
20170609 034300;1.269760;1.270490;1.269760;1.270410;0
20170609 034400;1.270410;1.270480;1.270110;1.270460;0
20170609 034500;1.270440;1.270440;1.270030;1.270150;0
20170609 034600;1.269930;1.270220;1.269930;1.270190;0
20170609 034700;1.270170;1.270380;1.269990;1.270380;0
20170609 034800;1.270420;1.270600;1.270000;1.270190;0
20170609 034900;1.270210;1.270520;1.270120;1.270510;0
20170609 035000;1.270520;1.270760;1.270430;1.270760;0
20170609 035100;1.270760;1.271590;1.270670;1.271230;0
20170609 035200;1.271220;1.271220;1.270860;1.270940;0
20170609 035300;1.270920;1.271270;1.270910;1.270920;0
20170609 035400;1.270920;1.271340;1.270850;1.271230;0
20170609 035500;1.271270;1.271350;1.270930;1.270940;0
20170609 035600;1.270950;1.270950;1.270710;1.270730;0
20170609 035700;1.270710;1.270710;1.270260;1.270260;0
20170609 035800;1.270260;1.270640;1.270260;1.270640;0
20170609 035900;1.270620;1.270850;1.270510;1.270620;0
20170609 040000;1.270620;1.270810;1.270420;1.270670;0
20170609 040100;1.270660;1.270750;1.270350;1.270720;0
20170609 040200;1.270720;1.270900;1.270590;1.270700;0
20170609 040300;1.270650;1.270650;1.270280;1.270290;0
