20170613 000000;1.265110;1.265140;1.265110;1.265120;0
20170613 000100;1.265110;1.265130;1.265110;1.265130;0
20170613 000200;1.265130;1.265130;1.265080;1.265080;0
20170613 000300;1.265080;1.265210;1.265080;1.265210;0
20170613 000400;1.265210;1.265290;1.265200;1.265260;0
20170613 000500;1.265270;1.265290;1.265270;1.265270;0
20170613 000600;1.265270;1.265270;1.265220;1.265230;0
20170613 000700;1.265260;1.265310;1.265260;1.265260;0
20170613 000800;1.265270;1.265280;1.265260;1.265270;0
20170613 000900;1.265260;1.265280;1.265260;1.265270;0
20170613 001000;1.265250;1.265250;1.265200;1.265200;0
20170613 001100;1.265200;1.265240;1.265190;1.265230;0
20170613 001200;1.265240;1.265250;1.265210;1.265230;0
20170613 001300;1.265240;1.265250;1.265190;1.265220;0
20170613 001400;1.265190;1.265300;1.265190;1.265300;0
20170613 001500;1.265270;1.265350;1.265270;1.265350;0
20170613 001600;1.265350;1.265390;1.265320;1.265340;0
20170613 001700;1.265340;1.265340;1.265330;1.265330;0
20170613 001800;1.265320;1.265320;1.265300;1.265300;0
20170613 001900;1.265300;1.265430;1.265290;1.265430;0
20170613 002000;1.265380;1.265380;1.265280;1.265280;0
20170613 002100;1.265230;1.265230;1.265180;1.265230;0
20170613 002200;1.265230;1.265280;1.265230;1.265230;0
20170613 002300;1.265200;1.265230;1.265180;1.265230;0
20170613 002400;1.265230;1.265230;1.265180;1.265180;0
20170613 002500;1.265230;1.265230;1.265180;1.265230;0
20170613 002600;1.265230;1.265230;1.265180;1.265200;0
20170613 002700;1.265200;1.265280;1.265200;1.265280;0
20170613 002800;1.265250;1.265260;1.265250;1.265250;0
20170613 002900;1.265270;1.265290;1.265270;1.265290;0
20170613 003000;1.265290;1.265330;1.265280;1.265280;0
20170613 003100;1.265260;1.265270;1.265260;1.265270;0
20170613 003200;1.265260;1.265330;1.265240;1.265330;0
20170613 003300;1.265380;1.265380;1.265330;1.265330;0
20170613 003400;1.265330;1.265330;1.265280;1.265280;0
20170613 003500;1.265290;1.265390;1.265290;1.265390;0
20170613 003600;1.265400;1.265530;1.265400;1.265450;0
20170613 003700;1.265460;1.265530;1.265440;1.265440;0
20170613 003800;1.265450;1.265460;1.265440;1.265460;0
20170613 003900;1.265470;1.265530;1.265450;1.265530;0
20170613 004000;1.265630;1.265630;1.265630;1.265630;0
20170613 004100;1.265580;1.265590;1.265580;1.265590;0
20170613 004200;1.265630;1.265650;1.265580;1.265650;0
20170613 004300;1.265580;1.265580;1.265580;1.265580;0
20170613 004400;1.265570;1.265700;1.265570;1.265650;0
20170613 004500;1.265660;1.265660;1.265630;1.265630;0
20170613 004600;1.265640;1.265650;1.265640;1.265640;0
20170613 004700;1.265650;1.265890;1.265620;1.265730;0
20170613 004800;1.265670;1.265740;1.265590;1.265690;0
20170613 004900;1.265640;1.265700;1.265640;1.265650;0
20170613 005000;1.265650;1.265650;1.265490;1.265500;0
20170613 005100;1.265490;1.265530;1.265480;1.265480;0
20170613 005200;1.265480;1.265540;1.265440;1.265540;0
20170613 005300;1.265580;1.265580;1.265580;1.265580;0
20170613 005400;1.265600;1.265700;1.265600;1.265700;0
20170613 005500;1.265670;1.265670;1.265670;1.265670;0
20170613 005600;1.265660;1.265700;1.265600;1.265600;0
20170613 005700;1.265600;1.265600;1.265390;1.265390;0
20170613 005800;1.265390;1.265390;1.265360;1.265360;0
20170613 005900;1.265360;1.265540;1.265350;1.265540;0
20170613 010000;1.265540;1.265690;1.265540;1.265690;0
20170613 010100;1.265620;1.265630;1.265620;1.265630;0
20170613 010200;1.265640;1.265640;1.265640;1.265640;0
20170613 010300;1.265650;1.265650;1.265620;1.265620;0
20170613 010400;1.265630;1.265640;1.265560;1.265560;0
20170613 010500;1.265570;1.265580;1.265570;1.265580;0
20170613 010600;1.265570;1.265580;1.265560;1.265570;0
20170613 010700;1.265570;1.265610;1.265570;1.265580;0
20170613 010800;1.265570;1.265610;1.265570;1.265590;0
20170613 010900;1.265570;1.265590;1.265570;1.265590;0
20170613 011000;1.265590;1.265590;1.265560;1.265560;0
20170613 011100;1.265570;1.265590;1.265500;1.265520;0
20170613 011200;1.265510;1.265560;1.265510;1.265560;0
20170613 011300;1.265510;1.265510;1.265510;1.265510;0
20170613 011400;1.265510;1.265660;1.265510;1.265560;0
20170613 011500;1.265610;1.265610;1.265510;1.265560;0
20170613 011600;1.265510;1.265510;1.265460;1.265460;0
20170613 011700;1.265430;1.265470;1.265410;1.265410;0
20170613 011800;1.265420;1.265420;1.265360;1.265360;0
20170613 011900;1.265360;1.265400;1.265330;1.265370;0
20170613 012000;1.265360;1.265370;1.265160;1.265160;0
20170613 012100;1.265150;1.265150;1.265150;1.265150;0
20170613 012200;1.265150;1.265150;1.265150;1.265150;0
20170613 012300;1.265160;1.265340;1.265150;1.265300;0
20170613 012400;1.265290;1.265470;1.265290;1.265390;0
20170613 012500;1.265400;1.265400;1.265240;1.265280;0
20170613 012600;1.265300;1.265300;1.265280;1.265280;0
20170613 012700;1.265260;1.265300;1.265260;1.265280;0
20170613 012800;1.265260;1.265290;1.265250;1.265290;0
20170613 012900;1.265300;1.265300;1.265260;1.265270;0
20170613 013000;1.265280;1.265290;1.265270;1.265270;0
20170613 013100;1.265260;1.265290;1.265260;1.265290;0
20170613 013200;1.265270;1.265270;1.265260;1.265260;0
20170613 013300;1.265270;1.265280;1.265270;1.265270;0
20170613 013400;1.265260;1.265290;1.265250;1.265290;0
20170613 013500;1.265290;1.265300;1.265200;1.265200;0
20170613 013600;1.265180;1.265180;1.264750;1.264750;0
20170613 013700;1.264760;1.264760;1.264450;1.264600;0
20170613 013800;1.264600;1.264730;1.264590;1.264710;0
20170613 013900;1.264710;1.264710;1.264570;1.264580;0
20170613 014000;1.264570;1.264620;1.264570;1.264620;0
20170613 014100;1.264600;1.264600;1.264570;1.264590;0
20170613 014200;1.264590;1.264610;1.264590;1.264600;0
20170613 014300;1.264600;1.264600;1.264380;1.264380;0
20170613 014400;1.264380;1.264380;1.264290;1.264380;0
20170613 014500;1.264360;1.264600;1.264160;1.264540;0
20170613 014600;1.264550;1.264590;1.264480;1.264490;0
20170613 014700;1.264480;1.264890;1.264480;1.264890;0
20170613 014800;1.264880;1.265200;1.264860;1.265060;0
20170613 014900;1.265100;1.265450;1.265100;1.265400;0
20170613 015000;1.265400;1.265570;1.265360;1.265520;0
20170613 015100;1.265550;1.265700;1.265550;1.265560;0
20170613 015200;1.265570;1.265600;1.265510;1.265550;0
20170613 015300;1.265560;1.265930;1.265560;1.265830;0
20170613 015400;1.265820;1.266010;1.265820;1.265960;0
20170613 015500;1.265980;1.266150;1.265960;1.266130;0
20170613 015600;1.266140;1.266290;1.266080;1.266080;0
20170613 015700;1.266080;1.266330;1.266080;1.266300;0
20170613 015800;1.266290;1.266530;1.266210;1.266350;0
20170613 015900;1.266360;1.266530;1.266310;1.266450;0
20170613 020000;1.266470;1.266470;1.265980;1.266060;0
20170613 020100;1.266040;1.266220;1.266040;1.266210;0
20170613 020200;1.266220;1.266710;1.266200;1.266670;0
20170613 020300;1.266660;1.266910;1.266380;1.266530;0
20170613 020400;1.266570;1.266610;1.266410;1.266520;0
20170613 020500;1.266540;1.266610;1.266540;1.266580;0
20170613 020600;1.266580;1.266990;1.266570;1.266980;0
20170613 020700;1.267000;1.267300;1.266960;1.267190;0
20170613 020800;1.267210;1.267630;1.267210;1.267600;0
20170613 020900;1.267610;1.268210;1.267540;1.268080;0
20170613 021000;1.268070;1.268290;1.267560;1.267560;0
20170613 021100;1.267510;1.267670;1.267350;1.267570;0
20170613 021200;1.267560;1.267600;1.267360;1.267550;0
20170613 021300;1.267530;1.267730;1.267440;1.267530;0
20170613 021400;1.267510;1.267610;1.267410;1.267600;0
20170613 021500;1.267610;1.267710;1.267600;1.267660;0
20170613 021600;1.267650;1.267670;1.267610;1.267650;0
20170613 021700;1.267660;1.267690;1.267620;1.267640;0
20170613 021800;1.267640;1.267640;1.267480;1.267480;0
20170613 021900;1.267480;1.267480;1.267280;1.267310;0
20170613 022000;1.267320;1.267360;1.267310;1.267310;0
20170613 022100;1.267300;1.267310;1.267200;1.267300;0
20170613 022200;1.267280;1.267500;1.267270;1.267480;0
20170613 022300;1.267470;1.267540;1.267470;1.267490;0
20170613 022400;1.267500;1.267590;1.267480;1.267580;0
20170613 022500;1.267580;1.267660;1.267490;1.267490;0
20170613 022600;1.267490;1.267620;1.267290;1.267410;0
20170613 022700;1.267420;1.267520;1.267410;1.267490;0
20170613 022800;1.267500;1.267610;1.267480;1.267610;0
20170613 022900;1.267630;1.267870;1.267630;1.267860;0
