20170606 000000;1.292950;1.293020;1.292840;1.292950;0
20170606 000100;1.292940;1.292960;1.292930;1.292950;0
20170606 000200;1.292960;1.292960;1.292920;1.292940;0
20170606 000300;1.292960;1.292960;1.292710;1.292710;0
20170606 000400;1.292710;1.292710;1.292640;1.292650;0
20170606 000500;1.292670;1.292770;1.292670;1.292750;0
20170606 000600;1.292770;1.292770;1.292660;1.292660;0
20170606 000700;1.292670;1.292670;1.292650;1.292660;0
20170606 000800;1.292650;1.292650;1.292620;1.292640;0
20170606 000900;1.292630;1.292640;1.292600;1.292620;0
20170606 001000;1.292640;1.292660;1.292640;1.292660;0
20170606 001100;1.292650;1.292650;1.292640;1.292640;0
20170606 001200;1.292650;1.292780;1.292650;1.292780;0
20170606 001300;1.292790;1.292970;1.292790;1.292960;0
20170606 001400;1.292960;1.292960;1.292940;1.292940;0
20170606 001500;1.292930;1.293000;1.292930;1.292990;0
20170606 001600;1.292980;1.293000;1.292960;1.292960;0
20170606 001700;1.292940;1.292950;1.292730;1.292730;0
20170606 001800;1.292710;1.292710;1.292620;1.292660;0
20170606 001900;1.292650;1.292690;1.292650;1.292680;0
20170606 002000;1.292690;1.292750;1.292690;1.292750;0
20170606 002100;1.292730;1.292730;1.292730;1.292730;0
20170606 002200;1.292730;1.292740;1.292720;1.292730;0
20170606 002300;1.292740;1.292740;1.292740;1.292740;0
20170606 002400;1.292760;1.292760;1.292740;1.292740;0
20170606 002500;1.292750;1.292760;1.292670;1.292730;0
20170606 002600;1.292730;1.292750;1.292730;1.292750;0
20170606 002700;1.292740;1.292750;1.292740;1.292740;0
20170606 002800;1.292750;1.292780;1.292710;1.292780;0
20170606 002900;1.292770;1.292800;1.292720;1.292730;0
20170606 003000;1.292750;1.292810;1.292730;1.292780;0
20170606 003100;1.292740;1.292760;1.292720;1.292750;0
20170606 003200;1.292760;1.292810;1.292750;1.292790;0
20170606 003300;1.292800;1.292860;1.292760;1.292790;0
20170606 003400;1.292810;1.292830;1.292730;1.292760;0
20170606 003500;1.292750;1.292770;1.292680;1.292710;0
20170606 003600;1.292710;1.292730;1.292690;1.292700;0
20170606 003700;1.292700;1.292700;1.292650;1.292700;0
20170606 003800;1.292700;1.292700;1.292650;1.292700;0
20170606 003900;1.292750;1.292850;1.292750;1.292790;0
20170606 004000;1.292790;1.292840;1.292740;1.292790;0
20170606 004100;1.292800;1.292850;1.292800;1.292820;0
20170606 004200;1.292800;1.292850;1.292750;1.292800;0
20170606 004300;1.292850;1.292850;1.292760;1.292800;0
20170606 004400;1.292850;1.292850;1.292750;1.292800;0
20170606 004500;1.292800;1.292800;1.292660;1.292710;0
20170606 004600;1.292730;1.292730;1.292640;1.292670;0
20170606 004700;1.292680;1.292750;1.292660;1.292750;0
20170606 004800;1.292750;1.292780;1.292740;1.292760;0
20170606 004900;1.292760;1.292850;1.292750;1.292800;0
20170606 005000;1.292800;1.292850;1.292800;1.292800;0
20170606 005100;1.292800;1.292900;1.292760;1.292800;0
