20170614 000000;1.274660;1.274660;1.274610;1.274610;0
20170614 000100;1.274660;1.274710;1.274610;1.274670;0
20170614 000200;1.274660;1.274670;1.274660;1.274670;0
20170614 000300;1.274650;1.274670;1.274630;1.274670;0
20170614 000400;1.274690;1.274690;1.274670;1.274670;0
20170614 000500;1.274690;1.274710;1.274690;1.274700;0
20170614 000600;1.274720;1.274720;1.274690;1.274710;0
20170614 000700;1.274720;1.274720;1.274700;1.274710;0
20170614 000800;1.274700;1.274760;1.274700;1.274720;0
20170614 000900;1.274710;1.274740;1.274700;1.274720;0
20170614 001000;1.274700;1.274770;1.274700;1.274750;0
20170614 001100;1.274740;1.274760;1.274720;1.274720;0
20170614 001200;1.274730;1.274820;1.274730;1.274760;0
20170614 001300;1.274780;1.274800;1.274750;1.274760;0
20170614 001400;1.274770;1.274840;1.274760;1.274820;0
20170614 001500;1.274810;1.274810;1.274700;1.274710;0
20170614 001600;1.274720;1.274790;1.274700;1.274700;0
20170614 001700;1.274720;1.274730;1.274720;1.274720;0
20170614 001800;1.274700;1.274720;1.274650;1.274650;0
20170614 001900;1.274650;1.274650;1.274510;1.274550;0
20170614 002000;1.274580;1.274610;1.274550;1.274590;0
20170614 002100;1.274580;1.274600;1.274570;1.274590;0
20170614 002200;1.274600;1.274600;1.274580;1.274590;0
20170614 002300;1.274590;1.274590;1.274520;1.274520;0
20170614 002400;1.274520;1.274520;1.274500;1.274500;0
20170614 002500;1.274500;1.274500;1.274420;1.274440;0
20170614 002600;1.274440;1.274440;1.274400;1.274410;0
20170614 002700;1.274400;1.274430;1.274380;1.274430;0
20170614 002800;1.274430;1.274430;1.274410;1.274410;0
20170614 002900;1.274410;1.274450;1.274400;1.274440;0
20170614 003000;1.274430;1.274470;1.274430;1.274460;0
20170614 003100;1.274440;1.274450;1.274410;1.274430;0
20170614 003200;1.274410;1.274450;1.274410;1.274430;0
20170614 003300;1.274450;1.274450;1.274430;1.274440;0
20170614 003400;1.274440;1.274440;1.274420;1.274440;0
20170614 003500;1.274420;1.274420;1.274420;1.274420;0
20170614 003600;1.274390;1.274420;1.274380;1.274420;0
20170614 003700;1.274440;1.274440;1.274420;1.274440;0
20170614 003800;1.274450;1.274450;1.274440;1.274450;0
20170614 003900;1.274450;1.274450;1.274420;1.274420;0
20170614 004000;1.274420;1.274490;1.274420;1.274480;0
20170614 004100;1.274490;1.274490;1.274490;1.274490;0
20170614 004200;1.274470;1.274530;1.274470;1.274510;0
20170614 004300;1.274530;1.274550;1.274530;1.274530;0
20170614 004400;1.274530;1.274610;1.274510;1.274610;0
20170614 004500;1.274590;1.274590;1.274500;1.274510;0
20170614 004600;1.274520;1.274630;1.274510;1.274580;0
20170614 004700;1.274580;1.274650;1.274570;1.274650;0
20170614 004800;1.274670;1.274670;1.274650;1.274670;0
20170614 004900;1.274650;1.274670;1.274640;1.274660;0
20170614 005000;1.274660;1.274660;1.274610;1.274620;0
20170614 005200;1.274600;1.274690;1.274590;1.274680;0
20170614 005300;1.274670;1.274680;1.274650;1.274650;0
20170614 005400;1.274660;1.274680;1.274610;1.274630;0
20170614 005500;1.274630;1.274750;1.274620;1.274720;0
20170614 005600;1.274730;1.274760;1.274720;1.274740;0
20170614 005700;1.274730;1.274760;1.274720;1.274720;0
20170614 005800;1.274730;1.274740;1.274710;1.274720;0
20170614 005900;1.274710;1.274710;1.274660;1.274660;0
20170614 010000;1.274670;1.274760;1.274670;1.274760;0
20170614 010100;1.274760;1.274760;1.274720;1.274740;0
20170614 010200;1.274740;1.274910;1.274710;1.274910;0
20170614 010300;1.274960;1.274960;1.274910;1.274910;0
20170614 010400;1.274910;1.274960;1.274680;1.274710;0
20170614 010500;1.274730;1.274780;1.274730;1.274780;0
20170614 010600;1.274780;1.274780;1.274720;1.274740;0
20170614 010700;1.274830;1.274830;1.274830;1.274830;0
20170614 010800;1.274810;1.274810;1.274810;1.274810;0
20170614 010900;1.274780;1.274780;1.274610;1.274610;0
